headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"Morgan Stanley Maintains Equal-Weight on Berry Global Group, Raises Price Target to $51",2019-11-25,BERY,2019-11-25 13:51:00+00:00,BERRY GLOBAL GROUP INC,13604.0,08579W10,0.01288311928510666,0.016885975375771523,0.019298269595649398,0.02390351275512992,0.02105269568779211,0.020394743924647907,-0.021052612991270925,-0.03311400479355964,-0.030994374305009842,0.07471953241772145,0.07139457559293838,0.08796518690419108,0.073950442472549,0.15347173804826775,0.15111224361021103,0.92,1.32,-0.38,0.006,13604,252,1.2883%,-0.0009,0.8546,-0.3152,0.2773,1.7485%,1.9231%,17.3396%,0.9969%,13
"Lake Street Initiates Coverage On Benchmark Electronics with Buy Rating, Announces $38 Price Target",2019-11-25,BHE,2019-11-25 14:53:00+00:00,BENCHMARK ELECTRONICS INC,76224.0,08160H10,0.06662578880786896,-0.005181355867534876,0.0040299186780912155,-0.007772033970085301,-0.019573986818871236,-1.2740947186173912e-09,0.0011551358289856317,-0.2301253391657082,0.00030707375844940543,-0.007012181087659108,-0.02601671530040972,-0.03809807689074196,-0.043465479028987564,0.08966210836402522,0.2275151340827235,0.92,1.32,-0.38,0.006,76224,252,6.6626%,0.0016,0.9536,1.2577,0.268,1.2058%,1.7312%,51.4829%,4.3289%,14
"Najarian Brothers Highlight Unusual Options Activity In Big Lots, Capri Holdings",2019-11-25,BIG,2019-11-25 21:17:00+00:00,BIG LOTS INC,67467.0,08930210,0.06539652496576309,-0.03189945966005325,0.005799851659417099,0.010149786246150594,-0.012566467811258253,0.3025616134570681,0.4212843711615599,0.22578445523977742,-0.009688961319625378,0.0010309516202260394,0.004655983357750637,-0.07699623381739717,-0.09967545932733501,-0.12522525494224013,-0.10619513430344207,0.92,1.32,-0.38,0.006,67467,252,6.5397%,-0.0026,1.2054,0.3743,0.6438,2.8097%,3.0719%,16.3445%,5.3026%,11
﻿Biogen shares are trading higher on continued momentum after the company presented data showing improved gastrointestinal tolerability with VUMERITY compared to TECFIDERA.,2019-11-25,BIIB,2019-11-25 15:54:00+00:00,BIOGEN INC,76841.0,09062X10,0.0118028586730361,0.001255757873877883,0.0024454604230241817,-0.009252794205321768,-0.039357503050938214,-0.0178777096499676,-0.027461082896064748,0.0772281960921497,0.036816179752349854,0.04793270089874646,0.047822562851719486,0.059552903161095516,0.019880602324718,0.33990403833658434,0.3584664994091229,0.92,1.32,-0.38,0.006,76841,252,1.1803%,0.0,0.7568,0.4399,0.4664,2.8792%,2.9971%,7.7148%,0.0385%,22
BRF SA shares are trading higher. Not seeing any news to justify the price action.,2019-11-25,BRFS,2019-11-25 19:26:00+00:00,B R F S A,88673.0,10552T10,0.04944371059536934,0.010600725188851357,0.007067187553893017,0.008245070863684978,-0.0011778831738502582,0.03886924970779182,0.055359278254668576,-0.21083627445161357,0.015056507661938667,0.022756044284487187,0.017610106767958378,0.02795429124893234,-0.014616307759994895,-0.1031042416085386,-0.12917113143943526,0.92,1.32,-0.38,0.006,88673,252,4.9444%,0.0015,0.8229,0.4696,0.1979,2.4038%,2.5625%,12.0041%,3.6569%,15
"RBC Capital Maintains Outperform on BrightView Holdings, Lowers Price Target to $20",2019-11-25,BV,2019-11-25 12:55:00+00:00,BRIGHTVIEW HOLDINGS INC,17867.0,10948C10,-0.01302541885524988,-0.01859624870121479,-0.03539293065609683,-0.03779239115685096,-0.029394107705876582,-0.018596249071799686,0.009598071302143296,-0.0791841421313697,0.004759067669510841,-0.12441686706913013,-0.10964680754953604,-0.09144705169699308,-0.09339773381642447,-0.02482680238279078,-0.10015987817817107,0.92,1.32,-0.38,0.006,17867,252,-1.3025%,0.0011,1.3559,0.7135,0.4592,2.3336%,2.7466%,27.8092%,-3.4132%,12
"SunTrust Robinson Humphrey Upgrades CACI International to Buy, Raises Price Target to $270",2019-11-25,CACI,2019-11-25 13:01:00+00:00,CACI INTERNATIONAL INC,20512.0,12719030,0.03445741906762123,0.0038031863514333963,0.0072720784570274866,0.00020898173559258382,-0.01458605460336837,-0.012078401820073248,0.09737954025868434,0.11313575302981405,-0.01658160611987125,-0.015786525470415036,-0.012509040312408626,-0.003489713308152065,0.023768471501052435,0.00657125916782797,0.04684320357764138,0.92,1.32,-0.38,0.006,20512,252,3.4457%,0.0007,0.8073,0.4671,-0.4172,1.1996%,1.5354%,38.9596%,2.0046%,13
Oppenheimer Downgrades CymaBay Therapeutics to Perform,2019-11-25,CBAY,2019-11-25 17:53:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.7603603601455688,0.2481202334165573,0.30827064106743673,0.32330821996584147,0.24812023559193053,0.2781954833909188,0.4135337773749881,0.2706766896015056,0.061185501515865326,0.05714289383096416,0.012773752343072653,0.02398525886573566,-0.06408088658309763,0.22787614530177214,-0.05290101657073154,0.92,1.32,-0.38,0.006,14691,252,-76.0360%,-0.0043,1.1175,1.1576,-0.1375,6.4736%,6.6183%,4.3232%,-81.3084%,6
"CymaBay Halts Study On Lead Clinical Program, Stock Crashes",2019-11-25,CBAY,2019-11-25 17:36:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.7603603601455688,0.2481202334165573,0.30827064106743673,0.32330821996584147,0.24812023559193053,0.2781954833909188,0.4135337773749881,0.2706766896015056,0.061185501515865326,0.05714289383096416,0.012773752343072653,0.02398525886573566,-0.06408088658309763,0.22787614530177214,-0.05290101657073154,0.92,1.32,-0.38,0.006,14691,252,-76.0360%,-0.0043,1.1175,1.1576,-0.1375,6.4736%,6.6183%,4.3232%,-81.3084%,9
Evercore ISI Group Downgrades CymaBay Therapeutics to In-Line,2019-11-25,CBAY,2019-11-25 15:31:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.7603603601455688,0.2481202334165573,0.30827064106743673,0.32330821996584147,0.24812023559193053,0.2781954833909188,0.4135337773749881,0.2706766896015056,0.061185501515865326,0.05714289383096416,0.012773752343072653,0.02398525886573566,-0.06408088658309763,0.22787614530177214,-0.05290101657073154,0.92,1.32,-0.38,0.006,14691,252,-76.0360%,-0.0043,1.1175,1.1576,-0.1375,6.4736%,6.6183%,4.3232%,-81.3084%,8
Stifel Downgrades CymaBay Therapeutics to Hold,2019-11-25,CBAY,2019-11-25 14:23:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.7603603601455688,0.2481202334165573,0.30827064106743673,0.32330821996584147,0.24812023559193053,0.2781954833909188,0.4135337773749881,0.2706766896015056,0.061185501515865326,0.05714289383096416,0.012773752343072653,0.02398525886573566,-0.06408088658309763,0.22787614530177214,-0.05290101657073154,0.92,1.32,-0.38,0.006,14691,252,-76.0360%,-0.0043,1.1175,1.1576,-0.1375,6.4736%,6.6183%,4.3232%,-81.3084%,6
CymaBay Therapeutics shares are trading lower after the company reported a halt in the clinical development of its Seladelpar.,2019-11-25,CBAY,2019-11-25 13:40:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.7603603601455688,0.2481202334165573,0.30827064106743673,0.32330821996584147,0.24812023559193053,0.2781954833909188,0.4135337773749881,0.2706766896015056,0.061185501515865326,0.05714289383096416,0.012773752343072653,0.02398525886573566,-0.06408088658309763,0.22787614530177214,-0.05290101657073154,0.92,1.32,-0.38,0.006,14691,252,-76.0360%,-0.0043,1.1175,1.1576,-0.1375,6.4736%,6.6183%,4.3232%,-81.3084%,19
CymaBay Therapeutics Reports Halt In Clinical Development Of Seladelpar,2019-11-25,CBAY,2019-11-25 13:12:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.7603603601455688,0.2481202334165573,0.30827064106743673,0.32330821996584147,0.24812023559193053,0.2781954833909188,0.4135337773749881,0.2706766896015056,0.061185501515865326,0.05714289383096416,0.012773752343072653,0.02398525886573566,-0.06408088658309763,0.22787614530177214,-0.05290101657073154,0.92,1.32,-0.38,0.006,14691,252,-76.0360%,-0.0043,1.1175,1.1576,-0.1375,6.4736%,6.6183%,4.3232%,-81.3084%,9
"Oppenheimer Maintains Perform on Chemed, Raises Price Target to $470",2019-11-25,CHE,2019-11-25 14:38:00+00:00,CHEMED CORP NEW,64194.0,16359R10,0.01076308824121952,-0.0033087432384490967,0.00836497515369028,0.001980510772097155,0.0017242356709432638,0.007060137024110125,0.06202668878664008,0.10646124260638379,0.0002120005083270371,-0.004571519650178324,0.01136178916440933,0.04206551542811798,0.04514349401692175,0.01873619419104866,-0.004229167506941911,0.92,1.32,-0.38,0.006,64194,252,1.0763%,0.0009,0.7088,0.3637,-0.3414,0.9990%,1.2961%,40.5899%,-0.2019%,10
Chegg shares are trading higher after Morgan Stanley reinstated an Overweight rating on the company's stock and announced a $45 price target.,2019-11-25,CHGG,2019-11-25 19:48:00+00:00,CHEGG INC,14273.0,16309210,0.05054651200771332,0.018725549802184105,0.025227500451733942,0.008322488807367856,0.0013003704722835963,-0.013264033691394617,0.053055940549282754,0.00754228977622784,0.014693617820739746,0.00027325310126169455,-0.0019089088730723791,0.000820311131723761,0.07488984644717589,0.1391222305408144,-0.09517928509101925,0.92,1.32,-0.38,0.006,14273,252,5.0547%,0.0011,1.1948,0.8132,-0.7406,2.1257%,2.5883%,32.5533%,2.6758%,22
"Morgan Stanley Reinstates Overweight on Chegg, Announces $45 Price Target",2019-11-25,CHGG,2019-11-25 13:25:00+00:00,CHEGG INC,14273.0,16309210,0.05054651200771332,0.018725549802184105,0.025227500451733942,0.008322488807367856,0.0013003704722835963,-0.013264033691394617,0.053055940549282754,0.00754228977622784,0.014693617820739746,0.00027325310126169455,-0.0019089088730723791,0.000820311131723761,0.07488984644717589,0.1391222305408144,-0.09517928509101925,0.92,1.32,-0.38,0.006,14273,252,5.0547%,0.0011,1.1948,0.8132,-0.7406,2.1257%,2.5883%,32.5533%,2.6758%,10
Chico's FAS shares are trading higher in anticipation of the company's Q3 earnings scheduled for tomorrow before the open.,2019-11-25,CHS,2019-11-25 16:05:00+00:00,CHICOS FAS INC,78963.0,16861510,0.1146666184067726,0.1411483734846115,0.2105263570109861,0.14114837214970466,0.052631651044117156,0.014379364527541405,0.016823594440144696,0.021712164426069602,0.027397233992815018,0.027397233992815018,-0.05063292424391408,-0.0963855633418157,0.016260147488266874,0.06837606737451374,0.21137319353700335,0.92,1.32,-0.38,0.006,78963,252,11.4667%,0.0002,0.9608,1.8141,1.9433,4.1291%,4.5067%,16.0538%,9.2226%,19
Comcast shares are trading lower. Not currently seeing any company-specific news.,2019-11-25,CMCSA,2019-11-25 16:25:00+00:00,COMCAST CORP NEW,89525.0,20030N10,-0.03236608952283859,0.004613627679646015,0.024682808698578196,0.01845451203824,0.00692048577891935,-0.013379424196962586,0.05473381487466633,0.03364377683265074,0.009918814525008202,0.013230783023256532,-0.0002232124358401144,0.005385947854899431,-0.00863021428675903,-0.016465424543599783,0.01904735531602708,0.92,1.32,-0.38,0.006,89525,252,-3.2366%,0.0001,0.8136,-0.2817,0.2104,0.9915%,1.2519%,37.2769%,-3.6652%,11
"Engine Maker Cummins Will Lay Off 2,000 Employees In January",2019-11-25,CMI,2019-11-25 22:46:00+00:00,CUMMINS INC,41080.0,23102110,0.02148215658962727,0.005542816128581762,0.0042929751870313115,-0.006303681977292808,-0.032170404801002084,-0.023747473402438435,-0.05705901127965385,-0.10848304918327678,-0.003705416340380796,-0.00260215492735838,-0.015358617984565948,-0.0209239464028228,-0.025838451366269943,0.1148751642175545,0.21701587954408574,0.92,1.32,-0.38,0.006,41080,252,2.1482%,0.0006,1.2588,-0.0372,0.7789,0.9451%,1.5557%,63.0992%,1.3489%,10
"RBC Capital Maintains Sector Perform on Cummins, Raises Price Target to $185",2019-11-25,CMI,2019-11-25 12:52:00+00:00,CUMMINS INC,41080.0,23102110,0.02148215658962727,0.005542816128581762,0.0042929751870313115,-0.006303681977292808,-0.032170404801002084,-0.023747473402438435,-0.05705901127965385,-0.10848304918327678,-0.003705416340380796,-0.00260215492735838,-0.015358617984565948,-0.0209239464028228,-0.025838451366269943,0.1148751642175545,0.21701587954408574,0.92,1.32,-0.38,0.006,41080,252,2.1482%,0.0006,1.2588,-0.0372,0.7789,0.9451%,1.5557%,63.0992%,1.3489%,12
"""Every Option"" On Table To End CN Strike, Canadian Minister Says",2019-11-25,CNI,2019-11-25 22:47:00+00:00,CANADIAN NATIONAL RAILWAY CO,84181.0,13637510,0.005419216118752956,0.01583978347480297,0.018259772566989296,0.0019798981803917926,-0.02958973023637279,-0.010260752411344498,0.01703250686844071,0.015264482185255224,0.0009963061893358827,-0.0008839981180025491,-0.02195780267789571,-0.03449015855024473,-0.04459003933035954,0.04002755504994937,-0.015651365353302138,0.92,1.32,-0.38,0.006,84181,252,0.5419%,-0.0001,0.8261,0.0273,0.3123,0.7599%,1.1067%,52.8628%,-0.1363%,11
Senator Introduces Bill Penalizing Sub-Standard On-Time Performance,2019-11-25,CNI,2019-11-25 20:52:00+00:00,CANADIAN NATIONAL RAILWAY CO,84181.0,13637510,0.005419216118752956,0.01583978347480297,0.018259772566989296,0.0019798981803917926,-0.02958973023637279,-0.010260752411344498,0.01703250686844071,0.015264482185255224,0.0009963061893358827,-0.0008839981180025491,-0.02195780267789571,-0.03449015855024473,-0.04459003933035954,0.04002755504994937,-0.015651365353302138,0.92,1.32,-0.38,0.006,84181,252,0.5419%,-0.0001,0.8261,0.0273,0.3123,0.7599%,1.1067%,52.8628%,-0.1363%,7
Canadian National Reports Met US Federal Requirement To Operate Positive Train Controls On All Required Tracks Ahead Of Schedule,2019-11-25,CNI,2019-11-25 14:31:00+00:00,CANADIAN NATIONAL RAILWAY CO,84181.0,13637510,0.005419216118752956,0.01583978347480297,0.018259772566989296,0.0019798981803917926,-0.02958973023637279,-0.010260752411344498,0.01703250686844071,0.015264482185255224,0.0009963061893358827,-0.0008839981180025491,-0.02195780267789571,-0.03449015855024473,-0.04459003933035954,0.04002755504994937,-0.015651365353302138,0.92,1.32,-0.38,0.006,84181,252,0.5419%,-0.0001,0.8261,0.0273,0.3123,0.7599%,1.1067%,52.8628%,-0.1363%,19
"'ConocoPhillips plans major Alaska investments, asset sale' -S&P Global",2019-11-25,COP,2019-11-25 20:51:00+00:00,CONOCOPHILLIPS,13928.0,20825C10,0.01919862627983093,0.09168990988233294,0.048110699571242366,0.10463733939300868,0.1396901716229444,0.23600644232292267,0.3835763393143252,0.3172514755890681,0.07440389817401272,0.015135107283654525,0.008624113485541374,-0.030386601363062593,0.16798803565118736,-0.3001050664112165,-0.45583575744961524,0.92,1.32,-0.38,0.006,13928,252,1.9199%,-0.0003,1.1235,0.299,0.6934,1.4824%,1.8804%,37.8495%,0.8131%,9
Copart shares continue higher following better-than-expected Q1 results on Wednesday of last week. The stock is up about 9% since the report. Today Guggenheim raised its price target on the stock from $93 to $97.,2019-11-25,CPRT,2019-11-25 15:58:00+00:00,COPART INC,80320.0,21720410,0.007618197239935398,0.009561936371028423,0.0032243815103876194,-0.010451439140822805,-0.029575313122486735,-0.017400516636993824,0.05948408087412482,0.031465358392301246,0.016050128266215324,0.051106971935487966,0.03334110933690204,0.03802772901867346,0.09575255491255552,0.09696447160309885,0.17850547724204446,0.92,1.32,-0.38,0.006,80320,252,0.7618%,0.0017,0.8301,-0.0899,-0.2377,1.1414%,1.4253%,35.8721%,0.0705%,35
"Nutrien Says 'Any Further Disruption' From Rail Strike 'Will Be Harmful To Our Business, The Canadian Economy'",2019-11-25,CSX,2019-11-25 16:20:00+00:00,C S X CORP,62148.0,12640810,0.01815343461930752,0.0022286672610789537,0.004736014196571325,-0.000155571094908602,-0.025731711997735163,-0.01608822495424933,0.030591626775126946,0.09096802605272347,0.015994245186448097,0.013657341039587934,-0.007041260496433721,-0.015360960197498996,-0.047548245018964264,0.02114408695445502,0.06014133395701449,0.92,1.32,-0.38,0.006,62148,252,1.8153%,-0.0003,1.1111,0.0055,0.5826,1.0702%,1.5247%,50.7329%,1.0269%,17
UPDATE: CytoSorbents Says Data Monitoring Committee Recommended Co. Provide Added Data Analysis; Says No Specific Adverse Events Were Cited In DMC's Review,2019-11-25,CTSO,2019-11-25 12:13:00+00:00,CYTOSORBENTS CORP,15127.0,23283X20,-0.07356315106153488,0.035980142652988434,-0.022332544358232398,-0.00992560904262707,-0.035980203024258084,-0.05459063352483884,-0.022332544320100345,0.6079403773097334,0.04567309096455574,0.06356961712936138,0.043165423196056985,0.04316542331835249,-0.05639918244341002,-0.06852251914965712,-0.01805867673683148,0.92,1.32,-0.38,0.006,15127,252,-7.3563%,-0.0033,1.2853,1.8686,0.3695,3.1368%,3.5847%,23.4290%,-11.3737%,22
UPDATE: CytoSorbents Says Data Monitoring Committee Recommended Temporary Pause In Trial Enrollment As Co. Transitions To A New Contract Research Organization For Trial,2019-11-25,CTSO,2019-11-25 12:13:00+00:00,CYTOSORBENTS CORP,15127.0,23283X20,-0.07356315106153488,0.035980142652988434,-0.022332544358232398,-0.00992560904262707,-0.035980203024258084,-0.05459063352483884,-0.022332544320100345,0.6079403773097334,0.04567309096455574,0.06356961712936138,0.043165423196056985,0.04316542331835249,-0.05639918244341002,-0.06852251914965712,-0.01805867673683148,0.92,1.32,-0.38,0.006,15127,252,-7.3563%,-0.0033,1.2853,1.8686,0.3695,3.1368%,3.5847%,23.4290%,-11.3737%,23
CytoSorbents Reports Temporarily Pauses Enrollment In REFRESH 2-AKI Study,2019-11-25,CTSO,2019-11-25 12:11:00+00:00,CYTOSORBENTS CORP,15127.0,23283X20,-0.07356315106153488,0.035980142652988434,-0.022332544358232398,-0.00992560904262707,-0.035980203024258084,-0.05459063352483884,-0.022332544320100345,0.6079403773097334,0.04567309096455574,0.06356961712936138,0.043165423196056985,0.04316542331835249,-0.05639918244341002,-0.06852251914965712,-0.01805867673683148,0.92,1.32,-0.38,0.006,15127,252,-7.3563%,-0.0033,1.2853,1.8686,0.3695,3.1368%,3.5847%,23.4290%,-11.3737%,9
"Activist Investor Starboard Value Has Taken Stake in CVS, CVS MAnagement Has Held Talks With Starboard",2019-11-25,CVS,2019-11-25 20:58:00+00:00,C V S HEALTH CORP,17005.0,12665010,0.01686368696391582,-0.021415505558252335,-0.020109701515855893,-0.01710636233679419,-0.024418944134251053,-0.04439803329696135,-0.04857666466074617,-0.1070925407870873,0.0049372180365026,0.005205544751280655,-0.0005308678469344574,0.013729932352593899,0.03918857868898873,0.20565631690095,0.26157946764399087,0.92,1.32,-0.38,0.006,17005,252,1.6864%,-0.0002,0.8431,0.0391,0.2323,1.4994%,1.7103%,23.1376%,0.9573%,16
"UBS Maintains Buy on Dominion Energy, Raises Price Target to $96",2019-11-25,D,2019-11-25 12:25:00+00:00,DOMINION ENERGY INC,64936.0,25746U10,-0.0001200685583171435,0.002763375174254179,-0.0018022531446814094,-0.0014418208614368488,-0.015499229589080676,-0.026852549775088663,-0.004616794194857943,0.09113057577058559,0.0026499787345528603,0.004101282675592621,0.009949038202993643,0.013761993190716026,0.03687094120463863,0.016361372789190476,0.08315767550678554,0.92,1.32,-0.38,0.006,64936,252,-0.0120%,0.0002,0.2958,-0.4871,-0.1269,0.9494%,1.0142%,12.3748%,0.3112%,11
"Citigroup Maintains Buy on Deere, Raises Price Target to $200",2019-11-25,DE,2019-11-25 12:39:00+00:00,DEERE & CO,19350.0,24419910,0.007013318128883839,0.00022644973068963736,-0.04274957873507679,-0.04846836289032952,-0.0742313610968296,-0.03799335776182888,0.009993868090663716,-0.022648976716114322,-0.0036925177555530153,0.019236342731638656,0.009962632904599422,0.005158237755858774,-0.01670775620375964,0.025914057799518053,0.12590553880486022,0.92,1.32,-0.38,0.006,19350,252,0.7013%,0.0003,1.3147,0.0774,0.3506,1.2807%,1.8145%,50.1845%,-0.5329%,10
"Wells Fargo Upgrades Deckers Outdoor to Outperform, Raises Price Target to $195",2019-11-25,DECK,2019-11-25 11:51:00+00:00,DECKERS OUTDOOR CORP,79686.0,24353710,0.03115011751651764,0.01859954744577408,0.02644049855493691,0.02224646467850877,-0.03403845236761316,-0.017079976551014342,0.028993369633068866,0.13955744922650082,0.014432885684072971,-0.004368155240642824,-0.028141530418947402,-0.04695060242969673,-0.02362156778288338,0.035501050236833365,0.08922725672736287,0.92,1.32,-0.38,0.006,79686,252,3.1150%,0.0008,1.139,0.0522,0.3936,1.9583%,2.2515%,24.3469%,2.2031%,12
Sidoti & Co. Downgrades Digi International to Neutral,2019-11-25,DGII,2019-11-25 14:22:00+00:00,DIGI INTERNATIONAL INC,75831.0,25379810,-0.01818176917731762,-0.017136510461568832,-0.008291853433230911,-0.013819790336270121,-0.013266986107124845,-0.0491984198941422,-0.04311778650945275,-0.191265895905241,0.014871855266392231,-0.002976206964161565,0.012640809801995445,0.06134784321445008,0.2332663834555544,0.35278996834525334,0.42498057307145154,0.92,1.32,-0.38,0.006,75831,252,-1.8182%,0.0016,1.1426,0.8725,0.1602,2.0347%,2.4110%,28.7785%,-4.0761%,8
"Bank Of America Sees Upside In Dick's Sporting Goods, Upgrades To Buy",2019-11-25,DKS,2019-11-25 19:43:00+00:00,DICKS SPORTING GOODS INC,89540.0,25339310,0.0005074970540590584,0.18615268170833588,0.16383462293135742,0.16180576124424273,0.15825508423946455,0.2219122513905234,0.22935216410120773,0.05591661465314646,0.01311049610376358,-0.008553463249596382,-0.017452025674883465,-0.035487047907751146,-0.04181865399207674,-3.94304255912914e-09,0.14514419598784434,0.92,1.32,-0.38,0.006,89540,252,0.0507%,0.0007,1.0083,0.4256,0.9777,1.7777%,2.1074%,28.8431%,-1.1058%,12
Myaderm Highlights Introduction Of CBD Products At DICK'S Sporting Goods,2019-11-25,DKS,2019-11-25 18:34:00+00:00,DICKS SPORTING GOODS INC,89540.0,25339310,0.0005074970540590584,0.18615268170833588,0.16383462293135742,0.16180576124424273,0.15825508423946455,0.2219122513905234,0.22935216410120773,0.05591661465314646,0.01311049610376358,-0.008553463249596382,-0.017452025674883465,-0.035487047907751146,-0.04181865399207674,-3.94304255912914e-09,0.14514419598784434,0.92,1.32,-0.38,0.006,89540,252,0.0507%,0.0007,1.0083,0.4256,0.9777,1.7777%,2.1074%,28.8431%,-1.1058%,10
